id,county,locality,agency,km
7862,Iasi,Izvoarele,Roman,0
7863,Iasi,Jigoreni,Iasi,49
7864,Iasi,Kogalniceni,Pascani,25
7865,Iasi,Larga-Jijia,Iasi,30
7866,Iasi,Leahu-Nacu,Targu Frumos,40
7867,Iasi,Lespezi,Pascani,15
7868,Iasi,Letcani,Iasi,0
7869,Iasi,Liteni,Targu Frumos,35
7870,Iasi,Luceni,Iasi,27
7871,Iasi,Lunca (Grajduri),Iasi,0
7872,Iasi,Lunca (Pascani),Pascani,0
7873,Iasi,Lunca Cetatuii,Iasi,0
7874,Iasi,Lunca Rates,Iasi,30
7875,Iasi,Luncasi,Pascani,20
7876,Iasi,Lungani,Targu Frumos,0
7877,Iasi,Lungani (Voinesti),Iasi,0
7878,Iasi,Luparia,Targu Frumos,22
7879,Iasi,Macaresti,Iasi,42
7880,Iasi,Madarjac,Targu Frumos,46
7881,Iasi,Madarjesti,Targu Frumos,0
7882,Iasi,Malaesti,Iasi,38
7883,Iasi,Manastirea,Roman,50
7884,Iasi,Manjesti,Iasi,0
7885,Iasi,Manzatesti,Iasi,0
7886,Iasi,Maxut,Targu Frumos,30
7887,Iasi,Medeleni,Iasi,0
7888,Iasi,Miclauseni,Targu Frumos,22
7889,Iasi,Mihail Kogalniceanu,Iasi,30
7890,Iasi,Mircesti,Roman,23
7891,Iasi,Mironeasa,Iasi,34
7892,Iasi,Miroslava,Iasi,0
7893,Iasi,Miroslovesti,Pascani,25
7894,Iasi,Mitesti (Miroslovesti),Pascani,25
7895,Iasi,Mitoc,Iasi,50
7896,Iasi,Moara Ciornei,Iasi,38
7897,Iasi,Mogosesti,Iasi,0
7898,Iasi,Mogosesti-Siret,Pascani,16
7899,Iasi,Moimesti,Iasi,0
7900,Iasi,Moreni,Iasi,0
7901,Iasi,Mosna,Iasi,49
7902,Iasi,Motca,Pascani,15
7903,Iasi,Movileni,Iasi,15
7904,Iasi,Movileni (Helesteni),Pascani,15
7905,Iasi,Muncelu de Sus,Pascani,18
7906,Iasi,Munteni,Targu Frumos,33
7907,Iasi,Oboroceni,Pascani,17
7908,Iasi,Obrijeni,Targu Frumos,34
7909,Iasi,Onesti,Iasi,66
7910,Iasi,Opriseni,Iasi,0
7911,Iasi,Oproaia,Iasi,57
7912,Iasi,Orzeni,Iasi,0
7913,Iasi,Osoi (Comarna),Iasi,0
7914,Iasi,Osoi (Sinesti),Targu Frumos,44
7915,Iasi,Oteleni,Targu Frumos,30
7916,Iasi,Padureni (Grajduri),Iasi,0
7917,Iasi,Padureni (Popesti),Iasi,30
7918,Iasi,Parcovaci,Targu Frumos,34
7919,Iasi,Pascani,Pascani,0
7920,Iasi,Paun,Iasi,0
7921,Iasi,Pausesti,Iasi,26
7922,Iasi,Perieni,Iasi,30
7923,Iasi,Petresti,Iasi,27
7924,Iasi,Petrosica,Targu Frumos,37
7925,Iasi,Picioru Lupului,Iasi,0
7926,Iasi,Pietraria,Iasi,0
7927,Iasi,Pietris,Iasi,48
7928,Iasi,Pietrosu,Pascani,20
7929,Iasi,Piscu Rusului,Roman,60
7930,Iasi,Plugari,Iasi,61
7931,Iasi,Pocreaca,Iasi,0
7932,Iasi,Podisu,Targu Frumos,0
7933,Iasi,Podolenii de Jos,Iasi,64
7934,Iasi,Podolenii de Sus,Iasi,90
7935,Iasi,Podu Hagiului,Iasi,63
7936,Iasi,Podu Iloaiei,Targu Frumos,22
7937,Iasi,Podu Jijiei,Iasi,0
7938,Iasi,Poiana (Deleni),Targu Frumos,35
7939,Iasi,Poiana (Schitu Duca),Iasi,0
7940,Iasi,Poiana cu Cetate,Iasi,0
7941,Iasi,Poiana de Sus,Iasi,38
7942,Iasi,Poiana Manastirii,Iasi,38
7943,Iasi,Poiana Marului,Targu Frumos,31
7944,Iasi,Poiana scheii,Iasi,30
7945,Iasi,Poieni,Iasi,0
7946,Iasi,Poienile,Iasi,65
7947,Iasi,Popesti,Targu Frumos,35
7948,Iasi,Popricani,Iasi,0
7949,Iasi,Potangeni,Iasi,30
7950,Iasi,Prigoreni,Targu Frumos,0
7951,Iasi,Prisacani,Iasi,40
7952,Iasi,Probota,Iasi,29
7953,Iasi,Proselnici,Iasi,0
7954,Iasi,Rachiteni,Roman,0
7955,Iasi,Radeni,Iasi,40
7956,Iasi,Raducaneni,Iasi,38
7957,Iasi,Rasboieni,Iasi,44
7958,Iasi,Razboieni,Targu Frumos,0
7959,Iasi,Recea,Iasi,56
7960,Iasi,Rediu,Iasi,0
7961,Iasi,Rediu (Braesti),Targu Frumos,0
7962,Iasi,Rediu (Ruginoasa),Pascani,0
7963,Iasi,Rediu (Scanteia),Iasi,30
7964,Iasi,Rediu Aldei,Iasi,0
7965,Iasi,Rediu Mitropoliei,Iasi,0
7966,Iasi,Romanesti,Iasi,34
7967,Iasi,Roscani,Iasi,40
7968,Iasi,Rosu,Iasi,46
7969,Iasi,Rotaria,Iasi,43
7970,Iasi,Ruginoasa,Pascani,0
7971,Iasi,Runcu,Iasi,35
7972,Iasi,Rusenii Noi,Iasi,0
7973,Iasi,Rusenii Vechi,Iasi,0
7974,Iasi,Sacaresti,Targu Frumos,0
7975,Iasi,Salageni,Iasi,56
7976,Iasi,Sangeri,Iasi,49
7977,Iasi,Sarca,Targu Frumos,0
7978,Iasi,Satu Nou (Belcesti),Targu Frumos,30
7979,Iasi,Satu Nou (scheia),Iasi,33
7980,Iasi,Satu Nou (Schitu Duca),Iasi,0
7981,Iasi,Satu Nou (Siretel),Pascani,26
7982,Iasi,Saveni,Iasi,45
7983,Iasi,Scanteia,Iasi,30
7984,Iasi,Scheia,Iasi,33
7985,Iasi,Scheia (Al.I Cuza),Pascani,30
7986,Iasi,Schitu Duca,Iasi,0
7987,Iasi,Schitu Hadambului,Iasi,34
7988,Iasi,Schitu Stavnic,Iasi,0
7989,Iasi,Scobalteni,Targu Frumos,25
7990,Iasi,Scobinti,Targu Frumos,30
7991,Iasi,Scoposeni (Gorban),Iasi,55
7992,Iasi,Scoposeni (Horlesti),Iasi,0
7993,Iasi,Sculeni,Iasi,27
7994,Iasi,Sendreni ,Iasi,28
7995,Iasi,Serbesti,Iasi,45
7996,Iasi,Sinesti,Targu Frumos,40
7997,Iasi,Sipote,Iasi,53
7998,Iasi,Siretel,Pascani,21
7999,Iasi,Slobozia (Ciurea),Iasi,0
8000,Iasi,Slobozia (Deleni),Targu Frumos,35
8001,Iasi,Slobozia (Schitu Duca),Iasi,0
8002,Iasi,Slobozia (Siretel),Pascani,24
8003,Iasi,Slobozia (Voinesti),Iasi,0
8004,Iasi,Soci,Pascani,22
8005,Iasi,Sodomeni,Pascani,0
8006,Iasi,Solonet,Iasi,44
8007,Iasi,Sorogari,Iasi,0
8008,Iasi,Spineni,Iasi,52
8009,Iasi,Spinoasa,Targu Frumos,35
8010,Iasi,Spranceana,Targu Frumos,35
8011,Iasi,Stanca (Comarna),Iasi,0
8012,Iasi,Stanca (Victoria),Iasi,26
8013,Iasi,Stejarii,Iasi,33
8014,Iasi,Sticlaria,Targu Frumos,35
8015,Iasi,Stolniceni-Prajescu,Pascani,0
8016,Iasi,Stornesti,Targu Frumos,43
8017,Iasi,Stroesti,Targu Frumos,22
8018,Iasi,Strunga,Targu Frumos,0
8019,Iasi,Suhulet,Iasi,59
8020,Iasi,Tabara,Iasi,53
8021,Iasi,Tansa,Iasi,62
8022,Iasi,Tansa (Belcesti),Targu Frumos,35
8023,Iasi,Targu Frumos,Targu Frumos,0
8024,Iasi,Tarnita,Roman,38
8025,Iasi,Tatarusi,Pascani,19
8026,Iasi,Tautesti,Iasi,0
8027,Iasi,Tibana,Iasi,35
8028,Iasi,Tibanesti,Iasi,49
8029,Iasi,Tiganasi,Iasi,25
8030,Iasi,Tipilesti,Iasi,0
8031,Iasi,Todirel,Iasi,0
8032,Iasi,Todiresti,Pascani,20
8033,Iasi,Tomesti,Iasi,0
8034,Iasi,Topile,Pascani,0
8035,Iasi,Totoesti,Targu Frumos,32
8036,Iasi,Traian,Iasi,48
8037,Iasi,Trifesti,Iasi,38
8038,Iasi,TUDOR VLADIMIRESCU,Pascani,16
8039,Iasi,Tufestii de Sus,Iasi,34
8040,Iasi,Tungujei,Iasi,44
8041,Iasi,Tutora,Iasi,0
8042,Iasi,Uda,Pascani,19
8043,Iasi,Ulmi,Targu Frumos,37
8044,Iasi,Ungheni,Iasi,40
8045,Iasi,Uricani,Iasi,0
8046,Iasi,Ursaresti,Roman,28
8047,Iasi,Ursita,Iasi,33
8048,Iasi,Ursoaia,Iasi,0
8049,Iasi,Vadu Vejei,Iasi,45
8050,Iasi,Valcelele,Iasi,31
8051,Iasi,Valcica,Pascani,19
8052,Iasi,Valea Adanca,Iasi,0
8053,Iasi,Valea Lunga,Iasi,0
8054,Iasi,Valea Lupului,Iasi,0
8055,Iasi,Valea Oilor,Targu Frumos,0
8056,Iasi,Valea Racului,Targu Frumos,24
8057,Iasi,Valea Satului,Iasi,0
8058,Iasi,Valea Seaca,Pascani,0
8059,Iasi,Valea Ursului,Iasi,0
8060,Iasi,Valenii,Iasi,55
8061,Iasi,Vama,Targu Frumos,38
8062,Iasi,Vanatori,Pascani,20
8063,Iasi,Vanatori (Popricani),Iasi,0
8064,Iasi,Vascani,Pascani,15
8065,Iasi,Verseni (Miroslovesti),Pascani,25
8066,Iasi,Victoria,Iasi,26
8067,Iasi,Visan,Iasi,0
8068,Iasi,Vladeni,Iasi,40
8069,Iasi,Vladiceni,Iasi,0
8070,Iasi,Vladomira,Iasi,39
8071,Iasi,Vocotesti,Iasi,0
8072,Iasi,Voinesti,Iasi,0
8073,Iasi,Volintiresti,Pascani,30
8074,Iasi,Vorovesti,Iasi,0
8075,Iasi,Vulturi,Iasi,0
8076,Iasi,Zaboloteni,Iasi,40
8077,Iasi,Zagavia,Targu Frumos,32
8078,Iasi,Zbereni,Targu Frumos,30
8079,Iasi,Zberoaia,Iasi,49
8080,Iasi,Zece Prajini,Roman,57
8081,Iasi,Zlodica,Targu Frumos,22
8082,Iasi,Zmeu,Targu Frumos,24
8083,Ilfov,1 Decembrie,Bucuresti,0
8084,Ilfov,Afumati,Bucuresti,0
8085,Ilfov,Alunisu,Bucuresti,0
8086,Ilfov,Balaceanca,Bucuresti,0
8087,Ilfov,Balotesti,Bucuresti,0
8088,Ilfov,Balta Neagra,Bucuresti,45
8089,Ilfov,Balteni,Bucuresti,0
8090,Ilfov,Berceni,Bucuresti,0
8091,Ilfov,Bragadiru,Bucuresti,0
8092,Ilfov,Branesti,Bucuresti,0
8093,Ilfov,Buciumeni,Bucuresti,40
8094,Ilfov,Buda,Bucuresti,0
8095,Ilfov,Buftea,Bucuresti,0
8096,Ilfov,Burias,Bucuresti,45
8097,Ilfov,Caciulati,Bucuresti,0
8098,Ilfov,Caldararu,Bucuresti,0
8099,Ilfov,Catelu,Bucuresti,0
8100,Ilfov,Cernica,Bucuresti,0
8101,Ilfov,Chiajna,Bucuresti,0
8102,Ilfov,Chitila,Bucuresti,0
8103,Ilfov,Ciofliceni,Bucuresti,0
8104,Ilfov,Ciolpani,Bucuresti,0
8105,Ilfov,Ciorogarla,Bucuresti,0
8106,Ilfov,Clinceni,Bucuresti,0
8107,Ilfov,Copaceni,Bucuresti,0
8108,Ilfov,Corbeanca,Bucuresti,0
8109,Ilfov,Cornetu,Bucuresti,0
8110,Ilfov,Cozieni,Bucuresti,0
8111,Ilfov,Cretesti,Bucuresti,0
8112,Ilfov,Darasti-Ilfov,Bucuresti,0
8113,Ilfov,Darvari IF,Bucuresti,0
8114,Ilfov,Dascalu,Bucuresti,0
8115,Ilfov,Dimieni,Bucuresti,0
8116,Ilfov,Dobroesti,Bucuresti,0
8117,Ilfov,Domnesti,Bucuresti,0
8118,Ilfov,Dragomiresti-Deal,Bucuresti,0
8119,Ilfov,Dragomiresti-Vale,Bucuresti,0
8120,Ilfov,Dudu,Bucuresti,0
8121,Ilfov,Dumbraveni,Bucuresti,0
8122,Ilfov,Dumitrana,Bucuresti,0
8123,Ilfov,Fundeni,Bucuresti,0
8124,Ilfov,Gagu,Bucuresti,0
8125,Ilfov,Ganeasa,Bucuresti,0
8126,Ilfov,Ghermanesti,Bucuresti,0
8127,Ilfov,Glina,Bucuresti,0
8128,Ilfov,Gradistea,Bucuresti,0
8129,Ilfov,Gruiu,Bucuresti,0
8130,Ilfov,Islaz,Bucuresti,0
8131,Ilfov,Izvorani,Bucuresti,40
8132,Ilfov,Jilava,Bucuresti,0
8133,Ilfov,Lipia,Bucuresti,0
8134,Ilfov,Luparia,Bucuresti,0
8135,Ilfov,Magurele,Bucuresti,0
8136,Ilfov,Maineasca,Bucuresti,0
8137,Ilfov,Manolache,Bucuresti,0
8138,Ilfov,Merii Petchii,Bucuresti,50
8139,Ilfov,Micsunestii Mari,Bucuresti,45
8140,Ilfov,Micsunesti-Moara ,Bucuresti,45
8141,Ilfov,Moara Domneasca,Bucuresti,0
8142,Ilfov,Moara Vlasiei,Bucuresti,0
8143,Ilfov,Mogosoaia,Bucuresti,0
8144,Ilfov,Nuci,Bucuresti,45
8145,Ilfov,Odaile,Bucuresti,0
8146,Ilfov,Olteni,Bucuresti,0
8147,Ilfov,Ordoreanu,Bucuresti,0
8148,Ilfov,Ostratu,Bucuresti,0
8149,Ilfov,Otopeni,Bucuresti,0
8150,Ilfov,Pantelimon,Bucuresti,0
8151,Ilfov,Pasarea,Bucuresti,0
8152,Ilfov,Peris,Bucuresti,0
8153,Ilfov,Petrachioaia,Bucuresti,0
8154,Ilfov,Petresti,Bucuresti,0
8155,Ilfov,Pipera (Voluntari),Bucuresti,0
8156,Ilfov,Piscu,Bucuresti,40
8157,Ilfov,Piteasca,Bucuresti,0
8158,Ilfov,Popesti-Leordeni,Bucuresti,0
8159,Ilfov,Posta,Bucuresti,0
8160,Ilfov,Pruni,Bucuresti,0
8161,Ilfov,Rosu,Bucuresti,0
8162,Ilfov,Rudeni,Bucuresti,0
8163,Ilfov,Saftica,Bucuresti,0
8164,Ilfov,Santu-Floresti,Bucuresti,40
8165,Ilfov,Silistea Snagovului,Bucuresti,0
8166,Ilfov,Sindrilita,Bucuresti,0
8167,Ilfov,Sintesti,Bucuresti,0
8168,Ilfov,Sitaru,Bucuresti,40
8169,Ilfov,Snagov,Bucuresti,0
8170,Ilfov,Stefanestii de Jos,Bucuresti,0
8171,Ilfov,Stefanestii de Sus,Bucuresti,0
8172,Ilfov,Surlari,Bucuresti,0
8173,Ilfov,Tamasi,Bucuresti,0
8174,Ilfov,Tancabesti,Bucuresti,0
8175,Ilfov,Tanganu,Bucuresti,0
8176,Ilfov,Teghes,Bucuresti,0
8177,Ilfov,Tunari,Bucuresti,0
8178,Ilfov,Vanatori,Bucuresti,0
8179,Ilfov,Varteju,Bucuresti,0
8180,Ilfov,Vidra,Bucuresti,0
8181,Ilfov,Vladiceasca,Bucuresti,0
8182,Ilfov,Voluntari,Bucuresti,0
8183,Ilfov,Zurbaua,Bucuresti,0
8184,Maramures,Ardusat,Baia Mare,30
8185,Maramures,Arduzel,Baia Mare,45
8186,Maramures,Ariesu de Camp,Baia Mare,35
8187,Maramures,Ariesu de Padure,Baia Mare,0
8188,Maramures,Arinis,Baia Mare,40
8189,Maramures,Aspra,Baia Mare,55
8190,Maramures,Asuaju de Jos,Baia Mare,70
8191,Maramures,Asuaju de Sus,Baia Mare,65
8192,Maramures,Baba,Baia Mare,70
8193,Maramures,Baia Mare,Baia Mare,0
8194,Maramures,Baia Sprie,Baia Mare,0
8195,Maramures,Baile Borsa,Sighetu Marmatiei,80
8196,Maramures,Baita,Baia Mare,0
8197,Maramures,Baita de sub Codru,Baia Mare,60
8198,Maramures,Baiut,Baia Mare,70
8199,Maramures,Bargau,Baia Mare,0
8200,Maramures,Barsana,Sighetu Marmatiei,0
8201,Maramures,Basesti,Baia Mare,70
8202,Maramures,Berbesti,Sighetu Marmatiei,0
8203,Maramures,Berchez,Baia Mare,26
8204,Maramures,Berchezoaia,Baia Mare,30
8205,Maramures,Berinta,Baia Mare,0
8206,Maramures,Bicaz,Baia Mare,70
8207,Maramures,Bistra,Sighetu Marmatiei,60
8208,Maramures,Blidari,Baia Mare,25
8209,Maramures,Bocicoel,Sighetu Marmatiei,65
8210,Maramures,Bocicoiu Mare,Sighetu Marmatiei,0
8211,Maramures,Bogdan Voda,Sighetu Marmatiei,40
8212,Maramures,Boiereni,Baia Mare,45
8213,Maramures,Boiu Mare,Baia Mare,45
8214,Maramures,Bontaieni,Baia Mare,25
8215,Maramures,Borcut,Baia Mare,54
8216,Maramures,Borsa,Sighetu Marmatiei,70
8217,Maramures,Botiza,Sighetu Marmatiei,65
8218,Maramures,Bozanta Mare,Baia Mare,0
8219,Maramures,Bozanta Mica,Baia Mare,0
8220,Maramures,Breb,Sighetu Marmatiei,25
8221,Maramures,Brebeni,Baia Mare,40
8222,Maramures,Buciumi,Baia Mare,30
8223,Maramures,Budesti,Sighetu Marmatiei,40
8224,Maramures,Busag,Baia Mare,0
8225,Maramures,Buteasa,Baia Mare,50
8226,Maramures,Buzesti,Baia Mare,27
8227,Maramures,Calinesti,Sighetu Marmatiei,30
8228,Maramures,Campulung la Tisa,Sighetu Marmatiei,0
8229,Maramures,Carbunari,Baia Mare,0
8230,Maramures,Carpinis,Baia Mare,30
8231,Maramures,Catalina,Baia Mare,0
8232,Maramures,Cavnic,Baia Mare,30
8233,Maramures,Cernesti,Baia Mare,35
8234,Maramures,Cetatele,Baia Mare,0
8235,Maramures,Chechis,Baia Mare,0
8236,Maramures,Chelinta,Baia Mare,45
8237,Maramures,Chiuzbaia,Baia Mare,25
8238,Maramures,Cicarlau,Baia Mare,0
8239,Maramures,Ciocotis,Baia Mare,50
8240,Maramures,Ciolt,Baia Mare,40
8241,Maramures,Ciuta,Baia Mare,70
8242,Maramures,Coas,Baia Mare,0
8243,Maramures,Codru Butesii,Baia Mare,40
8244,Maramures,Coltau,Baia Mare,0
8245,Maramures,Coltirea,Baia Mare,0
8246,Maramures,Copalnic,Baia Mare,25
8247,Maramures,Copalnic-Deal,Baia Mare,30
8248,Maramures,Copalnic-Manastur,Baia Mare,30
8249,Maramures,Cornesti,Sighetu Marmatiei,30
8250,Maramures,Corni,Baia Mare,65
8251,Maramures,Coroieni,Baia Mare,70
8252,Maramures,Coruia,Baia Mare,0
8253,Maramures,Costeni,Baia Mare,55
8254,Maramures,Costiui,Sighetu Marmatiei,35
8255,Maramures,Craciunesti,Sighetu Marmatiei,0
8256,Maramures,Crasna Viseului,Sighetu Marmatiei,30
8257,Maramures,Cufoaia,Baia Mare,45
8258,Maramures,Culcea,Baia Mare,0
8259,Maramures,Cupseni,Baia Mare,70
8260,Maramures,Curtuiusu Mare,Baia Mare,40
8261,Maramures,Curtuiusu Mic,Baia Mare,40
8262,Maramures,Damacuseni,Baia Mare,60
8263,Maramures,Danesti,Baia Mare,25
8264,Maramures,Danestii Chioarului,Baia Mare,25
8265,Maramures,Dealu Corbului,Baia Mare,60
8266,Maramures,Dealu Mare,Baia Mare,80
8267,Maramures,Desesti,Sighetu Marmatiei,30
8268,Maramures,Dobricu Lapusului,Baia Mare,60
8269,Maramures,Draghia,Baia Mare,75
8270,Maramures,Dragomiresti,Sighetu Marmatiei,60
8271,Maramures,Dumbrava,Baia Mare,55
8272,Maramures,Dumbravita,Baia Mare,0
8273,Maramures,Durusa,Baia Mare,52
8274,Maramures,Fanate,Baia Mare,40
8275,Maramures,Fantanele,Baia Mare,65
8276,Maramures,Farcasa,Baia Mare,30
8277,Maramures,Fauresti,Baia Mare,30
8278,Maramures,Feresti,Sighetu Marmatiei,0
8279,Maramures,Fericea,Baia Mare,50
8280,Maramures,Fersig,Baia Mare,25
8281,Maramures,Finteusu Mare,Baia Mare,30
8282,Maramures,Finteusu Mic,Baia Mare,25
8283,Maramures,Firiza,Baia Mare,25
8284,Maramures,Francenii Boiului,Baia Mare,65
8285,Maramures,Gardani,Baia Mare,40
8286,Maramures,Giulesti,Sighetu Marmatiei,0
8287,Maramures,Glod,Sighetu Marmatiei,40
8288,Maramures,Groape,Baia Mare,55
8289,Maramures,Grosi,Baia Mare,0
8290,Maramures,Grosii Tiblesului,Baia Mare,70
8291,Maramures,Handalu Ilbei,Baia Mare,0
8292,Maramures,Harnicesti,Sighetu Marmatiei,25
8293,Maramures,Hideaga,Baia Mare,0
8294,Maramures,Hoteni,Sighetu Marmatiei,30
8295,Maramures,Hovrila,Baia Mare,45
8296,Maramures,Iadara,Baia Mare,40
8297,Maramures,Iapa,Sighetu Marmatiei,0
8298,Maramures,Ieud,Sighetu Marmatiei,60
8299,Maramures,Ilba,Baia Mare,0
8300,Maramures,Inau,Baia Mare,65
8301,Maramures,Intrerauri,Baia Mare,45
8302,Maramures,Izvoarele,Baia Mare,50
8303,Maramures,Jugastreni,Baia Mare,66
8304,Maramures,Lapus,Baia Mare,65
8305,Maramures,Lapusel,Baia Mare,0
8306,Maramures,Larga,Baia Mare,75
8307,Maramures,Laschia,Baia Mare,30
8308,Maramures,Lazu Baciului,Sighetu Marmatiei,0
8309,Maramures,Leordina,Sighetu Marmatiei,50
8310,Maramures,Libotin,Baia Mare,65
8311,Maramures,Lucacesti,Baia Mare,30
8312,Maramures,Lunca la Tisa,Sighetu Marmatiei,0
8313,Maramures,Magureni,Baia Mare,35
8314,Maramures,Manastirea,Sighetu Marmatiei,25
8315,Maramures,Manau,Baia Mare,56
8316,Maramures,Mara,Sighetu Marmatiei,25
8317,Maramures,Merisor,Baia Mare,0
8318,Maramures,Mesteacan,Baia Mare,50
8319,Maramures,Miresu Mare,Baia Mare,45
8320,Maramures,Mocira,Baia Mare,0
8321,Maramures,Mogosesti,Baia Mare,0
8322,Maramures,Moisei,Sighetu Marmatiei,70
8323,Maramures,Nanesti,Sighetu Marmatiei,0
8324,Maramures,Negreia,Baia Mare,0
8325,Maramures,Nistru,Baia Mare,0
8326,Maramures,Oarta de Jos,Baia Mare,75
8327,Maramures,Oarta de Sus,Baia Mare,75
8328,Maramures,Ocna Sugatag,Sighetu Marmatiei,0
8329,Maramures,Ocolis,Baia Mare,0
8330,Maramures,Odesti,Baia Mare,60
8331,Maramures,Oncesti,Sighetu Marmatiei,0
8332,Maramures,Ortita,Baia Mare,70
8333,Maramures,Peteritea,Baia Mare,50
8334,Maramures,Petrova,Sighetu Marmatiei,45
8335,Maramures,Piatra,Sighetu Marmatiei,50
8336,Maramures,Plopis,Baia Mare,25
8337,Maramures,Poiana Botizii,Baia Mare,75
8338,Maramures,Poienile de Sub Munte,Sighetu Marmatiei,85
8339,Maramures,Poienile Izei,Sighetu Marmatiei,75
8340,Maramures,Posta,Baia Mare,25
8341,Maramures,Preluca Noua,Baia Mare,40
8342,Maramures,Preluca Veche,Baia Mare,40
8343,Maramures,Pribilesti,Baia Mare,0
8344,Maramures,Prislop,Baia Mare,45
8345,Maramures,Razoare,Baia Mare,55
8346,Maramures,Recea,Baia Mare,0
8347,Maramures,Remecioara,Baia Mare,30
8348,Maramures,Remetea Chioarului,Baia Mare,25
8349,Maramures,Remeti,Sighetu Marmatiei,25
8350,Maramures,Remeti pe Somes,Baia Mare,52
8351,Maramures,Repedea,Sighetu Marmatiei,60
8352,Maramures,Rodina,Baia Mare,60
8353,Maramures,Rogoz,Baia Mare,65
8354,Maramures,Rohia,Baia Mare,55
8355,Maramures,Romanesti,Baia Mare,0
8356,Maramures,Rona de Jos,Sighetu Marmatiei,25
8357,Maramures,Rona de Sus,Sighetu Marmatiei,35
8358,Maramures,Rozavlea,Sighetu Marmatiei,30
8359,Maramures,Rus,Baia Mare,0
8360,Maramures,Ruscova,Sighetu Marmatiei,80
8361,Maramures,Rusor,Baia Mare,35
8362,Maramures,Sabisa,Baia Mare,0
8363,Maramures,Sacalaseni,Baia Mare,0
8364,Maramures,Sacel,Sighetu Marmatiei,50
8365,Maramures,Saliste,Baia Mare,70
8366,Maramures,Salistea de Sus,Sighetu Marmatiei,60
8367,Maramures,Salnita,Baia Mare,60
8368,Maramures,Salsig,Baia Mare,45
8369,Maramures,Salta,Baia Mare,75
8370,Maramures,Sapanta,Sighetu Marmatiei,30
8371,Maramures,Sarasau,Sighetu Marmatiei,0
8372,Maramures,Sarbi (Budesti),Sighetu Marmatiei,45
8373,Maramures,Sarbi (Farcasa),Baia Mare,30
8374,Maramures,Sasar,Baia Mare,0
8375,Maramures,Sat-sugatag,Sighetu Marmatiei,25
8376,Maramures,satu nou de jos,Baia Mare,0
8377,Maramures,Satu Nou de Sus,Baia Mare,0
8378,Maramures,Satulung,Baia Mare,0
8379,Maramures,Seini,Baia Mare,0
8380,Maramures,Sieu,Sighetu Marmatiei,30
8381,Maramures,Sighetu Marmatiei,Sighetu Marmatiei,0
8382,Maramures,sindresti,Baia Mare,25
8383,Maramures,Sisesti,Baia Mare,0
8384,Maramures,Slatioara,Sighetu Marmatiei,45
8385,Maramures,Somcuta Mare,Baia Mare,30
8386,Maramures,Somes-Uileac,Baia Mare,60
8387,Maramures,Stejera,Baia Mare,50
8388,Maramures,Stoiceni,Baia Mare,55
8389,Maramures,Strambu-Baiut,Baia Mare,65
8390,Maramures,Stramtura,Sighetu Marmatiei,30
8391,Maramures,Stremt,Baia Mare,77
8392,Maramures,Suciu de Jos,Baia Mare,60
8393,Maramures,Suciu de Sus,Baia Mare,70
8394,Maramures,Sugau,Sighetu Marmatiei,0
8395,Maramures,Surdesti,Baia Mare,0
8396,Maramures,Tamaia,Baia Mare,30
8397,Maramures,Tamasesti,Baia Mare,70
8398,Maramures,Targu Lapus,Baia Mare,50
8399,Maramures,Tautii de Sus,Baia Mare,0
8400,Maramures,Tautii-Magheraus,Baia Mare,0
8401,Maramures,Teceu Mic,Sighetu Marmatiei,45
8402,Maramures,Ticau,Baia Mare,45
8403,Maramures,Tisa,Sighetu Marmatiei,0
8404,Maramures,Tohat,Baia Mare,35
8405,Maramures,Trestia,Baia Mare,40
8406,Maramures,Tulghies,Baia Mare,40
8407,Maramures,Ulmeni,Baia Mare,50
8408,Maramures,Ulmoasa,Baia Mare,45
8409,Maramures,Unguras,Baia Mare,0
8410,Maramures,Ungureni,Baia Mare,60
8411,Maramures,Urmenis,Baia Mare,75
8412,Maramures,Vad,Baia Mare,35
8413,Maramures,Vadu Izei,Sighetu Marmatiei,0
8414,Maramures,Valea Chioarului,Baia Mare,45
8415,Maramures,Valea Cufundoasa,Sighetu Marmatiei,0
8416,Maramures,Valea Hotarului,Sighetu Marmatiei,0
8417,Maramures,Valea Neagra,Baia Mare,30
8418,Maramures,Valea Stejarului,Sighetu Marmatiei,0
8419,Maramures,Valea Viseului,Sighetu Marmatiei,70
8420,Maramures,Valeni,Sighetu Marmatiei,30
8421,Maramures,Valenii Lapusului,Baia Mare,65
8422,Maramures,Valenii Somcutei,Baia Mare,40
8423,Maramures,Varai,Baia Mare,40
8424,Maramures,Vicea,Baia Mare,50
8425,Maramures,Viile Apei,Baia Mare,0
8426,Maramures,Vima Mare,Baia Mare,70
8427,Maramures,Vima Mica,Baia Mare,70
8428,Maramures,Viseu de Jos,Sighetu Marmatiei,60
8429,Maramures,Viseu de Mijloc,Sighetu Marmatiei,60
8430,Maramures,Viseu de Sus,Sighetu Marmatiei,60
8431,Mehedinti,23.Aug,Drobeta-Turnu Severin,0
8432,Mehedinti,Adunatii Teiului,Drobeta-Turnu Severin,40
8433,Mehedinti,Albulesti,Drobeta-Turnu Severin,45
8434,Mehedinti,Almajel,Drobeta-Turnu Severin,50
8435,Mehedinti,Alunisul,Drobeta-Turnu Severin,0
8436,Mehedinti,Arginesti,Drobeta-Turnu Severin,63
8437,Mehedinti,Arvatesti,Drobeta-Turnu Severin,0
8438,Mehedinti,Aurora,Drobeta-Turnu Severin,60
